,smelly
density,-0.602378314225322
avg_shortest_path,0.6023783142253217
deg_centralization,0.5838591141147155
transitivity,-0.5493192919834967
num_communities,0.4934685691864788
modularity,0.47815406465518595
avg_clustering,-0.4358366486669844
largest_comp_size,0.41968060866876716
avg_degree,0.37486894979729873
diameter,0.3698565185831705
cyclomatic_complexity,0.33059585973347294
assortativity,-0.008230381392229995
bc_centralization,0.0010979402802139375
